jobid,total_energy
309208,144545000.0
312760,172600.0
312753,171200.0
312754,176500.0
312766,184600.0
312759,196400.0
312762,191000.0
309273,138667000.0
309395,141766000.0
312772,194000.0
309399,140128000.0
294626,22964500.0
312774,182500.0
312773,190000.0
312780,196300.0
309388,143018000.0
312778,190700.0
312781,201500.0
312787,174600.0
312789,180700.0
312785,195000.0
312792,191700.0
312796,183000.0
312801,182000.0
312786,203700.0
312784,209100.0
312797,195000.0
312793,201000.0
312812,184600.0
312805,192000.0
312809,187900.0
312804,199500.0
312813,185000.0
312807,197400.0
309390,138648000.0
312800,207000.0
312817,195000.0
309394,139661000.0
312818,189000.0
309286,140845000.0
312814,325000.0
312819,208000.0
312821,194600.0
312823,205000.0
312826,194300.0
312827,196700.0
312832,190600.0
312830,186300.0
312834,196600.0
312676,180000.0
309397,137702000.0
312833,211900.0
312703,370000.0
309393,141150000.0
312390,1887000.0
309398,141418000.0
309421,138692000.0
309422,142820000.0
309385,140192000.0
294647,23797000.0
312768,668000.0
286087,671836000.0
309425,144904000.0
309427,148780000.0
309429,138487000.0
309428,137699000.0
286156,6688800.0
312770,535500.0
286157,6830000.0
312816,712000.0
312820,638000.0
312329,56781600.0
286160,7459560.0
312354,28696000.0
286161,8452800.0
286091,502193000.0
286089,650587000.0
309426,142425000.0
286163,7606760.0
312841,184300.0
312838,183100.0
286164,7804980.0
309401,145120000.0
286166,7374800.0
294627,26418000.0
294712,24261000.0
312854,50400.0
312853,57000.0
312362,35984000.0
312850,153300.0
312318,83302000.0
312835,8546200.0
286165,17267700.0
312847,366000.0
312863,49000.0
312865,54400.0
312360,41442000.0
312861,59300.0
312860,83000.0
312858,1622130.0
312880,47000.0
294569,37540000.0
312871,292000.0
312877,285000.0
312874,301600.0
312872,320800.0
312873,306000.0
312879,315000.0
312883,277000.0
312885,293300.0
312892,294000.0
286107,486227000.0
312896,317400.0
312897,298500.0
312894,311000.0
312899,303000.0
312898,303200.0
312902,307000.0
312906,290800.0
312904,293000.0
312869,747000.0
312914,289000.0
312916,269240.0
312924,286600.0
312917,300000.0
312927,296000.0
312920,287000.0
312933,290000.0
312929,306000.0
312932,299000.0
312931,329000.0
312936,286800.0
312935,298000.0
312934,297000.0
312940,278500.0
312942,309400.0
312943,307000.0
312891,677000.0
312952,279000.0
312955,288200.0
312954,294910.0
312957,322000.0
312956,323000.0
312964,308000.0
312963,317000.0
312971,299900.0
312960,329000.0
312965,327900.0
312974,290000.0
312968,340000.0
312972,322000.0
312978,280300.0
312980,302100.0
312981,293000.0
312989,316000.0
312991,314200.0
312994,310720.0
312226,104748000.0
312999,320000.0
312998,317000.0
313000,315000.0
312866,6193000.0
312950,850000.0
286110,470533000.0
312355,46402800.0
312341,8706000.0
313001,1686160.0
310449,88540000.0
312990,820000.0
294635,27240000.0
313011,62900.0
313012,539600.0
306869,41458300.0
294642,25622000.0
313013,3962530.0
286096,563079000.0
313016,538800.0
299112,346450000.0
286121,470348000.0
306756,42792000.0
299117,359280000.0
312944,9293070.0
294641,27257400.0
312224,27369300.0
312356,95211400.0
286126,472128000.0
313018,1686670.0
312336,97292800.0
312324,111132000.0
312217,423614000.0
287204,6929900.0
313024,322000.0
310479,91568000.0
313026,269600.0
313027,308000.0
310428,98039000.0
294651,28731300.0
286088,648328000.0
310478,90633200.0
286158,159171000.0
313045,535333.0
313046,1006930.0
286154,233094000.0
313047,1906090.0
312216,27560000.0
313054,55000.0
313056,56000.0
294650,30380300.0
286125,531034000.0
313061,100000.0
313060,110700.0
313062,808000.0
313070,51000.0
313071,97000.0
313063,1605690.0
313075,150000.0
313077,144400.0
313085,135000.0
313084,141000.0
313083,143000.0
313078,145000.0
313081,143300.0
313086,151000.0
313087,152000.0
313082,159000.0
313093,139400.0
286097,632968000.0
313094,140000.0
313098,122000.0
313100,133000.0
313095,131800.0
313099,147000.0
313106,113000.0
313102,120000.0
313105,120000.0
313103,123600.0
313104,124700.0
313111,112100.0
313110,124000.0
313278,138000.0
313064,3399200.0
306555,40732000.0
313280,52000.0
313282,112400.0
313284,115000.0
313283,117400.0
313290,128000.0
313289,124500.0
313285,126000.0
313286,129000.0
313281,127000.0
313292,131000.0
311175,195322000.0
309860,90846500.0
309850,76631400.0
313065,6906850.0
313294,135000.0
313296,152200.0
294648,32225800.0
313301,132000.0
313303,135000.0
313302,133000.0
313297,130000.0
313305,137000.0
313306,138400.0
313298,134800.0
313299,147800.0
313316,122000.0
313317,125000.0
313315,125000.0
313308,115100.0
313314,123700.0
313312,129300.0
313311,130000.0
313309,136000.0
313320,108600.0
313318,115000.0
313322,121900.0
313319,125000.0
313326,126400.0
313327,129500.0
313335,118000.0
313338,117000.0
313334,129000.0
313336,130000.0
313337,130400.0
313330,130200.0
313341,108400.0
313346,112000.0
313343,116000.0
313350,116400.0
313345,116000.0
313342,117500.0
313347,120000.0
313344,133000.0
313367,108000.0
313366,116000.0
313365,119400.0
313364,115200.0
313359,118000.0
313360,117100.0
313361,124000.0
313358,119200.0
313362,136300.0
313369,124800.0
313372,125500.0
313368,130000.0
313377,131000.0
313376,127000.0
313371,130000.0
313373,131000.0
313370,137000.0
313381,129300.0
313380,129000.0
313379,129300.0
313073,132000.0
313291,510400.0
313382,57100.0
313352,788133.0
286128,537031000.0
286141,500628000.0
309858,86285900.0
313384,60300.0
313385,47300.0
312351,113853000.0
309852,83530000.0
313387,59700.0
313388,64340.0
313386,570000.0
313389,61500.0
313392,42500.0
313391,50070.0
313378,732000.0
286136,528243000.0
286153,283558000.0
313390,562933.0
313395,39500.0
313394,55000.0
313393,62000.0
313397,46400.0
313396,1965170.0
313408,614500.0
313409,54000.0
309929,97420000.0
313411,47000.0
313416,592625.0
313419,41300.0
313413,45000.0
313420,39900.0
313418,47000.0
306561,20804800.0
306568,20992700.0
313422,52000.0
313428,58600.0
313328,8700800.0
313329,9122530.0
313433,42800.0
313414,4842750.0
313437,57900.0
312344,133171000.0
313425,254500.0
313424,280000.0
306562,34648000.0
307952,12285400.0
313440,57800.0
313436,636857.0
309950,87150100.0
313447,51000.0
309944,83983000.0
313427,502000.0
313446,164300.0
313449,42000.0
309946,88885400.0
313443,274700.0
313432,266000.0
312348,137457000.0
306569,36559900.0
313445,299000.0
313452,116000.0
313454,56500.0
313429,471000.0
313430,488000.0
313457,57300.0
313353,1451690.0
286090,705478000.0
307953,18827900.0
313459,55400.0
309948,94317700.0
309951,82467000.0
313460,54400.0
313453,5251170.0
307954,36370600.0
312881,90731400.0
313441,1117000.0
313463,186000.0
286132,562111000.0
313442,1219300.0
313464,51000.0
313462,1916080.0
313458,424000.0
313466,408000.0
313477,234000.0
313471,240100.0
313476,247100.0
313473,251300.0
313469,264000.0
313470,263000.0
313487,245000.0
313481,249300.0
313482,254000.0
313484,262000.0
313480,257800.0
313490,219000.0
313493,232400.0
313491,224000.0
313497,235100.0
313495,240900.0
313494,253200.0
313498,255000.0
313492,250900.0
313501,226000.0
313508,232000.0
313500,225500.0
313505,244000.0
312328,180472000.0
313506,249000.0
313507,257000.0
313502,264000.0
313513,236000.0
313518,233000.0
313510,234700.0
313516,240600.0
313511,254300.0
313517,262500.0
313435,9016000.0
313444,8640000.0
313522,270000.0
313520,249700.0
313528,241300.0
313527,251000.0
313529,240300.0
313531,233200.0
313539,250900.0
312325,172602000.0
313538,257700.0
313530,246700.0
313489,1113070.0
313541,231400.0
313540,257000.0
313545,256900.0
313549,285000.0
313542,286000.0
313546,291500.0
313559,246500.0
313548,301400.0
313552,254300.0
313456,1545400.0
313553,259000.0
313554,250200.0
313557,276000.0
313567,231600.0
313562,228500.0
313555,285400.0
313563,255700.0
313568,245300.0
313566,250000.0
313570,253000.0
313564,260000.0
313579,232000.0
313571,119000.0
313581,246300.0
313577,257000.0
313583,229900.0
313590,225000.0
313589,252500.0
313584,260000.0
313592,259200.0
313591,254200.0
313587,251000.0
313593,241700.0
313468,264000.0
313582,183400.0
313005,95305200.0
312332,173646000.0
313354,3044590.0
306556,72151600.0
313402,765800.0
313603,1801870.0
313066,17147000.0
313605,171400.0
312322,179628000.0
286152,345016000.0
312327,176864000.0
286150,442799000.0
313560,13916800.0
286151,448722000.0
312331,181101000.0
313599,8705400.0
313600,9168800.0
286149,454986000.0
312338,176900000.0
306557,150014000.0
286099,699254000.0
313612,166000.0
312330,182069000.0
312335,182188000.0
313624,119000.0
313617,115800.0
313619,120000.0
313616,121000.0
313623,127000.0
313618,123600.0
313622,131000.0
313634,113200.0
313627,114000.0
313631,115000.0
313632,115000.0
313629,120800.0
313626,124700.0
313633,128000.0
313628,127500.0
313635,115400.0
313641,121000.0
313637,124300.0
313638,129700.0
313639,141000.0
313646,114000.0
313654,127300.0
313653,131700.0
313648,134300.0
313652,138200.0
286135,603029000.0
313662,114000.0
313663,121000.0
313658,116600.0
313656,120000.0
313657,125000.0
313664,134000.0
313659,137000.0
313667,115000.0
313674,118100.0
313669,122000.0
313666,123400.0
313670,128700.0
313668,124000.0
313609,1247400.0
313678,120000.0
313675,117300.0
313682,129600.0
313676,134000.0
313684,131000.0
313689,116400.0
312321,192605000.0
313019,93640000.0
313686,116500.0
313692,128000.0
313691,126000.0
313688,129600.0
313707,121000.0
313705,118600.0
313699,127400.0
313706,126200.0
313700,131500.0
313704,129000.0
313715,128700.0
313713,124000.0
313718,135000.0
313716,126000.0
313714,138000.0
313711,134000.0
313717,132000.0
313710,139000.0
286143,570222000.0
313720,141800.0
313722,143100.0
313723,149000.0
313719,139700.0
313725,151000.0
313732,141000.0
313738,147000.0
313734,146700.0
313736,144000.0
313743,131000.0
313740,127560.0
306563,68676400.0
313355,6355300.0
294644,39060000.0
313745,687750.0
313729,1724200.0
306564,134231000.0
286162,437221000.0
313067,38004500.0
312333,184359000.0
312345,175576000.0
286159,448972000.0
313356,13743600.0
312343,177182000.0
312350,177660000.0
313403,1525330.0
313404,3091450.0
312339,175237000.0
286170,432169000.0
286167,446101000.0
313753,242600.0
313755,251500.0
313749,243000.0
313757,259000.0
313752,267400.0
313754,284000.0
313761,225300.0
313768,224300.0
313764,248000.0
313762,258100.0
313763,246400.0
313767,257000.0
313775,236000.0
313778,242000.0
313770,248000.0
313772,255000.0
313771,250600.0
313774,252800.0
313773,276700.0
313777,270500.0
313785,228000.0
313780,241000.0
313788,250200.0
313781,250400.0
313779,267400.0
313783,261800.0
313784,290300.0
313795,238000.0
313796,239600.0
313789,261000.0
313794,247000.0
313797,257000.0
313791,260000.0
313798,281600.0
313799,227600.0
313806,231300.0
313801,247000.0
313808,239900.0
306570,64448700.0
313793,286700.0
313807,261890.0
313802,274300.0
313804,281700.0
313812,244000.0
313809,240000.0
286171,435520000.0
313814,271000.0
313813,272900.0
313821,260000.0
313828,264600.0
313820,260000.0
313827,273900.0
313838,245000.0
313824,300000.0
313837,250200.0
313835,256200.0
313831,263000.0
313830,271000.0
313834,263800.0
313832,259000.0
313836,271800.0
313829,259500.0
313843,235000.0
313845,250700.0
313846,256300.0
313848,249000.0
313841,266100.0
313840,269000.0
313847,267600.0
313839,282700.0
313858,276100.0
313850,269200.0
313853,268000.0
313855,272000.0
313854,287400.0
313849,275000.0
313851,281300.0
313857,289200.0
306571,135300000.0
313860,266700.0
313862,246000.0
313866,245000.0
313861,238600.0
313864,257000.0
313863,271600.0
313357,35432300.0
313865,280000.0
313872,238000.0
313867,250500.0
313871,245000.0
313870,256500.0
286168,449577000.0
313405,7810540.0
313406,16114500.0
313008,1106800.0
286174,424729000.0
286172,432564000.0
304555,2118100.0
313009,1120000.0
286173,434797000.0
307956,68395000.0
307957,135415000.0
313407,35992600.0
286176,418932000.0
313873,8678000.0
286188,18153800.0
286187,19037800.0
286177,423711000.0
286175,439104000.0
311774,1347500.0
287207,2369000.0
311365,155352000.0
286191,40819800.0
286179,419372000.0
313929,1538600.0
311372,172372000.0
286169,487533000.0
313937,278000.0
313939,54000.0
286178,435474000.0
311385,175197000.0
313945,327000.0
313946,368000.0
313952,439000.0
286205,75917700.0
287206,6517000.0
313949,475100.0
286180,437079000.0
313963,173067.0
304773,182836000.0
313955,2165000.0
304769,171941000.0
286218,40631300.0
311394,120679000.0
313966,436600.0
313467,83122400.0
286190,106149000.0
313969,1779000.0
313967,470700.0
286212,97651800.0
313029,427238000.0
306105,57863300.0
313995,115500.0
313989,113400.0
313994,123000.0
313998,125000.0
313996,132100.0
313999,78000.0
287205,8188000.0
314004,119700.0
314001,123000.0
314003,124000.0
314002,134000.0
314005,129600.0
314009,127000.0
314006,133200.0
314016,128600.0
314013,145000.0
314018,151000.0
314029,54000.0
314021,141000.0
314019,142700.0
314020,147000.0
314023,150000.0
314024,132300.0
314027,127900.0
314026,137000.0
314035,125400.0
314031,131800.0
314038,118000.0
314037,122000.0
314039,120700.0
314040,131000.0
314041,124000.0
314048,57900.0
314042,117000.0
314044,127100.0
314047,119000.0
314051,116700.0
314049,130300.0
314055,119000.0
314056,122000.0
314057,130400.0
314058,126000.0
314059,125000.0
314060,118700.0
303216,82995000.0
314063,117000.0
314062,129300.0
314067,117500.0
314071,127000.0
314073,193000.0
314074,195000.0
314076,205400.0
314075,213000.0
314079,210000.0
314078,202500.0
314080,206000.0
314081,207000.0
314084,205300.0
314085,218100.0
314089,212700.0
314097,202000.0
314096,210000.0
314095,204000.0
314100,212000.0
314099,210000.0
314098,219000.0
314101,208000.0
314104,211000.0
314105,209700.0
313977,6069400.0
314108,210900.0
314111,217500.0
311459,152468000.0
312346,205227000.0
314114,204500.0
304195,10861000.0
314116,206000.0
314115,225000.0
314118,219000.0
314117,218000.0
314119,215000.0
303999,12422000.0
314120,205900.0
314122,1007000.0
314126,120000.0
314127,114600.0
312107,84029000.0
313607,97734000.0
314131,854133.0
314133,161000.0
314132,161500.0
314138,63000.0
314162,135000.0
314135,122900.0
314134,140000.0
314165,109300.0
314141,160000.0
314167,128000.0
314139,160500.0
314136,183000.0
314168,257000.0
314146,50000.0
314149,58000.0
314147,80000.0
314142,127000.0
314148,118500.0
313968,2479300.0
314145,190200.0
314150,176000.0
314151,118000.0
314172,304650.0
304044,12022000.0
314175,137300.0
313875,4015000.0
314177,88000.0
314154,111000.0
314143,598000.0
314153,591000.0
314169,3792800.0
314188,851600.0
311470,95909400.0
314166,8598000.0
314178,708480.0
313746,89852000.0
314171,8028000.0
314155,106000.0
314179,1303640.0
314158,85000.0
314157,90000.0
314156,129000.0
314203,305100.0
314204,332000.0
314160,187600.0
314206,315500.0
314212,283600.0
314161,206000.0
314210,312000.0
314211,330000.0
314207,332000.0
314214,343000.0
314213,359000.0
314218,312500.0
314222,286000.0
314217,352950.0
314221,318900.0
314224,295000.0
314227,337000.0
314226,340000.0
314230,316400.0
314228,357000.0
314236,303000.0
314232,292700.0
314231,328000.0
314239,291000.0
314241,300000.0
314238,317000.0
314240,321000.0
314242,326000.0
314247,315000.0
314245,334140.0
314246,372600.0
314248,318000.0
314250,335000.0
314252,325400.0
314254,326700.0
314253,341300.0
314255,290000.0
314257,303000.0
314266,285000.0
314268,300000.0
314265,301000.0
314263,297000.0
314267,306000.0
314264,302000.0
314271,294000.0
314270,337100.0
314272,306800.0
311478,154994000.0
314273,298000.0
314276,319000.0
314278,312900.0
314280,295500.0
314279,329200.0
314285,315000.0
314287,320000.0
314283,311700.0
314291,288000.0
314292,296000.0
314296,311300.0
314295,322000.0
314299,295140.0
314300,310600.0
314293,335000.0
314294,354000.0
314302,322000.0
314303,305000.0
314305,298000.0
314307,312700.0
314308,305000.0
314309,307700.0
314311,271000.0
314315,289000.0
314310,272000.0
314313,302000.0
314319,289100.0
314323,291800.0
314322,299660.0
314320,294000.0
314321,318000.0
314325,291000.0
314327,301000.0
314329,279000.0
314330,298000.0
313747,10470000.0
314334,303000.0
314335,288000.0
314336,303300.0
314333,298600.0
314194,313100.0
314192,1308300.0
314326,756000.0
313882,5151000.0
314205,8740000.0
314130,211000.0
314164,1640570.0
314200,1641140.0
286186,271135000.0
313878,5843000.0
314180,2414310.0
313879,6700000.0
313880,6680000.0
286211,254566000.0
314170,9107520.0
314359,142500.0
314342,1251300.0
314341,1552000.0
287213,1596000.0
314347,1381000.0
314346,1531000.0
314360,544400.0
314348,8705000.0
274187,173478000.0
313606,419853000.0
314361,1114180.0
309985,90195700.0
314378,532933.0
314391,123000.0
314387,121800.0
314390,123000.0
314382,126780.0
314389,130000.0
314386,133500.0
314398,129000.0
314399,132600.0
314395,133700.0
314397,136500.0
314392,142800.0
314400,136300.0
314396,136000.0
314393,144000.0
313891,4013000.0
314403,158200.0
314412,145200.0
314415,150000.0
314413,149000.0
314416,153000.0
314407,155550.0
314408,162000.0
314417,156100.0
314418,150000.0
314419,152000.0
314421,143300.0
314427,143400.0
314420,149700.0
314424,153000.0
314426,152700.0
314423,159000.0
314429,134700.0
314457,53000.0
314449,52450.0
313894,5140000.0
313887,5143000.0
313890,5596000.0
314508,546400.0
314362,2399250.0
313897,5778000.0
314380,1052700.0
313971,89088300.0
314510,1526600.0
313888,5977600.0
314576,131000.0
314581,141300.0
314583,148900.0
314582,141500.0
314585,144000.0
314588,149000.0
314586,154500.0
314587,151000.0
286181,443381000.0
313895,7422000.0
286196,424639000.0
286182,431472000.0
286206,433638000.0
286198,433806000.0
286207,432470000.0
286189,439782000.0
286183,427495000.0
286226,7218000.0
286193,435000000.0
314363,34707400.0
309626,83000.0
286208,437845000.0
286197,440514000.0
286185,446354000.0
286204,444194000.0
286184,443042000.0
286199,441178000.0
286203,447515000.0
286202,439842000.0
286200,448329000.0
286209,448184000.0
286192,455467000.0
286195,450526000.0
286210,446976000.0
286201,454823000.0
286230,6947400.0
314633,514200.0
314631,543000.0
314630,1396600.0
314629,1530400.0
314591,1540500.0
286194,455050000.0
287203,34864100.0
314786,69000.0
314365,101232000.0
314725,115400.0
314733,248600.0
314740,240000.0
314743,256500.0
306625,183726000.0
286214,450600000.0
314602,1716700.0
286217,435774000.0
286228,46277700.0
314890,184000.0
286216,442947000.0
314916,54000.0
312101,152964000.0
286213,456446000.0
314373,8672000.0
314919,99000.0
314918,792000.0
286215,455482000.0
314925,805200.0
314917,265700.0
287217,8101000.0
314366,229668000.0
287216,8040000.0
286221,429917000.0
314926,84000.0
286219,441431000.0
286223,421758000.0
286252,7032930.0
286220,440191000.0
286254,6637940.0
286222,431967000.0
286248,17867200.0
286247,19064200.0
286257,8346310.0
286259,7137310.0
309737,15990000.0
314928,93000.0
286263,6795930.0
314374,9721940.0
286224,435830000.0
314340,96189600.0
314930,1809070.0
314345,89702400.0
314932,2176000.0
313978,427401000.0
286225,438041000.0
313983,179648000.0
286250,121448000.0
313984,175498000.0
314356,85735000.0
304770,13925000.0
286258,124806000.0
309646,9698000.0
286234,182702000.0
312106,77879800.0
309639,10583000.0
286261,165723000.0
314574,94465900.0
314938,1658130.0
286242,219339000.0
274212,165320000.0
309628,12078300.0
304768,18198000.0
304716,18866400.0
286236,276247000.0
309649,15938000.0
274223,166570000.0
304767,19298000.0
274240,145337000.0
274247,171501000.0
309636,14724000.0
286273,86185000.0
309633,16017000.0
309635,14721000.0
286227,418574000.0
286271,158720000.0
286229,413358000.0
286231,413593000.0
309658,17213000.0
314931,95596000.0
314933,89947000.0
286232,435422000.0
312125,166818000.0
312126,171986000.0
309655,17981900.0
315088,1586100.0
315089,1581490.0
286233,443370000.0
314601,268101000.0
314600,418643000.0
314603,256653000.0
286253,404388000.0
286239,420229000.0
309630,20167000.0
314604,268236000.0
286256,409680000.0
286246,426876000.0
286235,427868000.0
286244,421480000.0
286251,421864000.0
286240,426049000.0
286238,427315000.0
