jobid,total_energy
14372,1094000.0
14403,310000.0
14402,900800.0
14400,8710090.0
14405,291200.0
14406,298600.0
14409,309200.0
14410,285800.0
14412,306000.0
14417,85400.0
14415,89140.0
14399,978500.0
13751,130684000.0
14419,4022800.0
14404,1164500.0
14420,1096500.0
14424,4043800.0
14425,171000.0
14426,4485800.0
14429,79000.0
14408,140135000.0
14434,93150.0
14435,138400.0
14433,314270.0
14432,432300.0
14440,5682960.0
14444,4802400.0
14445,4478780.0
14447,4509220.0
14449,4639830.0
14448,203000.0
14454,156000.0
14453,155870.0
14452,164300.0
14457,659000.0
14450,1095300.0
14459,641420.0
14461,109500.0
14463,226880.0
14464,231000.0
13988,112756000.0
14469,527900.0
14474,175000.0
14471,188500.0
14379,41871900.0
14476,2763790.0
14475,268600.0
14481,4121260.0
14482,90400.0
14484,85000.0
14485,2509640.0
14491,106600.0
14489,9248670.0
14498,167300.0
14496,262240.0
14487,2270400.0
14512,294400.0
14521,65600.0
14527,44000.0
14530,40000.0
14538,2020040.0
14534,176100.0
14540,69000.0
14544,47000.0
14537,256000.0
14557,141800.0
14550,15111200.0
14561,7760370.0
14523,1515700.0
14558,932400.0
14565,16732100.0
14577,112800.0
14578,2109810.0
14581,136300.0
14584,85400.0
14585,103000.0
14607,84000.0
14610,88000.0
14589,381500.0
14608,15748700.0
14606,515000.0
14596,516000.0
14591,560500.0
14595,612500.0
14615,113400.0
14617,140800.0
14612,16293200.0
14620,121800.0
14622,2927830.0
14625,3631160.0
14604,2061600.0
14633,205800.0
14629,1088000.0
14593,3139400.0
14641,291500.0
14651,521300.0
14646,583400.0
14654,566000.0
14653,629700.0
14643,1076400.0
14648,1223400.0
14658,1089000.0
14480,42038400.0
14661,233500.0
14303,28908300.0
14316,887897000.0
14660,1100400.0
14665,840500.0
14305,40568300.0
14468,13867300.0
14670,115000.0
14671,50300.0
14672,107300.0
14628,325451000.0
14673,108700.0
14674,133300.0
14508,57051200.0
14466,16543600.0
14297,38375400.0
14682,602400.0
14700,140300.0
14693,631000.0
14680,2189000.0
14690,1360700.0
14688,1801000.0
14708,201700.0
14706,3538400.0
14675,6515700.0
14677,8243270.0
14679,9334400.0
14676,9790500.0
14710,6146500.0
14376,7942750000.0
14686,13002400.0
14685,56491000.0
14714,109300.0
14709,43842900.0
14716,211400.0
14299,15314400000.0
14717,39457500.0
14721,192000.0
14720,1535560000.0
14715,54244000.0
14736,186470.0
14742,166210.0
14748,158910.0
14729,3647400.0
14769,231000.0
14771,174000.0
14775,209900.0
14777,191000.0
14781,223600.0
14785,193000.0
14792,67400.0
14793,557500.0
14796,1073000.0
14804,227400.0
14805,116400.0
14809,232000.0
14810,92800.0
14797,1098800.0
14814,218400.0
14817,71200.0
14820,216000.0
14811,491000.0
14723,39777000.0
14818,453600.0
14824,211500.0
14825,300300.0
14821,23403700.0
14835,104000.0
14831,278300.0
14828,289800.0
14840,202600.0
14838,120000.0
14841,300000.0
14844,330600.0
14845,8844200.0
14848,222000.0
14846,447700.0
14849,123400.0
14850,3595090.0
14851,3348160.0
14826,1268300.0
14852,2197380.0
14854,70600.0
14856,96600.0
14857,25511000.0
14843,1396700.0
14861,73500.0
14863,91100.0
14867,456500.0
14866,1023000.0
14759,8364000.0
14870,1339600.0
14876,141000.0
14518,132244000.0
14731,54709900.0
14684,38838600.0
14764,10556600.0
14906,99700.0
14905,100900.0
14909,104300.0
14919,73200.0
14918,73300.0
14912,283100.0
14925,105300.0
14928,109500.0
14931,118000.0
14916,575000.0
14940,93600.0
14939,111700.0
14921,665400.0
14879,2364500.0
14942,71700.0
14944,94000.0
14941,99800.0
14949,107400.0
14951,92100.0
14907,1381920.0
14957,82500.0
14958,81340.0
14952,289300.0
14966,75070.0
14946,603100.0
14971,125500.0
14959,489600.0
14964,1445500.0
14945,1403000.0
14990,448700.0
14997,278700.0
14998,441700.0
15002,262600.0
15005,442300.0
15011,432000.0
15023,172000.0
15029,222200.0
15022,262500.0
15043,117000.0
15033,323000.0
15027,344100.0
15038,260100.0
15016,903700.0
15052,241300.0
15056,1670540.0
15057,89000.0
15059,93600.0
15079,221300.0
15080,256000.0
15073,298000.0
15074,343300.0
15078,338000.0
15083,707600.0
15077,763500.0
15086,870300.0
15066,1039900.0
14794,4450110000.0
14868,10519700.0
14981,4886000.0
14713,7755720000.0
15110,156500.0
15108,160000.0
15119,1411100.0
15124,1365000.0
15138,161000.0
15145,150500.0
15126,1429300.0
15139,155000.0
15143,155000.0
15149,167500.0
15132,191300.0
15154,53500.0
15156,186500.0
15168,245300.0
15160,277000.0
14988,8230400.0
14978,8221000.0
15161,628200.0
15174,601000.0
15179,177400.0
15172,627600.0
14980,8954910.0
15167,1404000.0
14989,9954000.0
15177,3128300.0
14898,54460200.0
15180,1345400.0
15192,166400.0
15208,169400.0
15203,214600.0
15187,235000.0
15186,241600.0
15196,285600.0
15202,395000.0
15207,727400.0
14883,13973700.0
14884,14743500.0
15197,1063600.0
14722,26855000.0
15112,7983000.0
15228,3419700.0
15227,3586840.0
15214,39670200.0
15211,54258000.0
15235,111660.0
14860,140884000.0
15217,14339700.0
15219,15376500.0
15232,39481200.0
15237,210000.0
15218,16396000.0
15236,56043200.0
15241,104900.0
14897,37398700.0
15105,7844970000.0
15238,41449000.0
15253,143500.0
15254,151000.0
15256,7240210.0
15259,1697260.0
15263,158200.0
15265,1868840.0
15267,1669470.0
15290,55800.0
15264,10787200.0
15301,69000.0
15305,72300.0
15309,69000.0
15308,69700.0
15299,88100.0
15298,3023800.0
15313,1570000.0
15273,3074100.0
15318,148000.0
15317,1143100.0
15324,192700.0
15243,56360500.0
15327,54700.0
15328,109400.0
15330,58400.0
15323,831000.0
15333,186000.0
15332,236600.0
15336,94000.0
15357,80000.0
15344,90700.0
15351,85300.0
15355,87000.0
15350,92400.0
15339,100400.0
15345,98700.0
15338,107700.0
15342,104700.0
15362,1691790.0
15247,44205000.0
15364,56600.0
15375,1648210.0
15378,1637260.0
15320,3041000.0
15368,1027500.0
15367,1007700.0
15365,1059900.0
15382,167000.0
15384,203000.0
15389,225400.0
15401,1632840.0
15402,1692840.0
15403,2662320.0
15282,8152360.0
15407,1656630.0
15408,1638530.0
15406,448700.0
15410,2815160.0
15411,451100.0
15417,1644420.0
15409,708600.0
15422,1684840.0
15416,434500.0
15425,2753470.0
15427,1846950.0
15424,430000.0
15428,1903370.0
15433,1702950.0
15435,1766320.0
15397,2482300.0
15437,316000.0
15459,206800.0
15439,188900.0
15443,277400.0
15461,641600.0
15463,9537300.0
15444,607000.0
15454,541300.0
15464,51167200.0
15449,994000.0
15466,226700.0
15450,1240400.0
15372,9764300.0
15470,469600.0
15471,305700.0
15456,2011100.0
15477,59500.0
15480,67700.0
